Ident,Grade,Salary,Job Fxn Group,F1,F2,F3,F4,F5,F6,F7,F8,F9,Level Descr,L1,L2,L3,L4,L5,L6,L7,L8,Gender,Reten,Ethnic Group,Minority,P2,P1,Yrs of Service,Service Cat,S1,S2,S3,S4,EE Age,Age Cat,Yrs in Job,LevDescN,ServCatN,PerfN
686510,009,65430,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,BLACK,1,0,0,1.5,0 up to 3,0,0,0,0,34,0,1,1,1,1
686522,010,61040,Digital,0,0,0,0,0,0,0,0,1,Assistant Manager,0,0,1,0,0,0,0,0,0,1,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,27,0,1.5,4,1,2
686528,010,59296,Sales Sup,0,1,0,0,0,0,0,0,0,Assistant Manager,0,0,1,0,0,0,0,0,1,0,WHITE,0,0,0,0.9,0 up to 3,0,0,0,0,24,0,0.916666667,4,1,1
686535,013,151569,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,TWO,1,0,0,1.5,0 up to 3,0,0,0,0,34,0,1.5,7,1,1
686537,011,106794,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,34,0,1.5,5,1,2
686542,007,50600,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.5,0 up to 3,0,0,0,0,28,0,1.5,1,1,1
686560,008,56248,Digital,0,0,0,0,0,0,0,0,1,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,1,0,1.5,0 up to 3,0,0,0,0,31,0,1.5,1,1,2
686561,009,66157,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,27,0,1.5,1,1,2
686562,013,133197,Digital,0,0,0,0,0,0,0,0,1,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,35,0,1.5,7,1,2
686568,009,55979,Digital,0,0,0,0,0,0,0,0,1,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.5,0 up to 3,0,0,0,0,24,0,1.5,1,1,1
686571,012,84152,SuppChain,0,0,0,1,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,ASIAN,1,0,0,1.5,0 up to 3,0,0,0,0,36,0,1.5,6,1,1
686593,010,84584,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,1,0,HISPA,1,0,0,1.5,0 up to 3,0,0,0,0,28,0,1.5,2,1,1
686613,013,128604,Digital,0,0,0,0,0,0,0,0,1,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,33,0,1.5,7,1,2
686628,007,46342,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,43,1,1.5,1,1,2
686640,010,62784,Digital,0,0,0,0,0,0,0,0,1,Assistant Manager,0,0,1,0,0,0,0,0,0,1,ASIAN,1,1,0,0.3,0 up to 3,0,0,0,0,24,0,0.25,4,1,2
686671,008,49928,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.5,0 up to 3,0,0,0,0,28,0,1.5,1,1,1
686684,011,96324,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,1.5,0 up to 3,0,0,0,0,38,0,1.5,5,1,1
686692,011,80619,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,ASIAN,1,1,0,1.5,0 up to 3,0,0,0,0,26,0,0.75,5,1,2
686719,008,61304,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,0.8,0 up to 3,0,0,0,0,22,0,0.833333333,1,1,1
686720,007,42550,HR,0,0,1,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,BLACK,1,1,0,1.5,0 up to 3,0,0,0,0,29,0,0.25,1,1,2
686725,010,84584,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,31,0,1.5,2,1,2
686729,011,71196,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,29,0,0.25,5,1,2
686774,010,70632,Mktg,0,0,0,0,0,0,0,1,0,Assistant Manager,0,0,1,0,0,0,0,0,0,1,ASIAN,1,1,0,1.5,0 up to 3,0,0,0,0,27,0,1.5,4,1,2
686777,010,51448,Mktg,0,0,0,0,0,0,0,1,0,Professional,1,0,0,0,0,0,0,0,0,0,ASIAN,1,1,0,1.5,0 up to 3,0,0,0,0,25,0,1.5,2,1,2
686780,013,176065,SuppChain,0,0,0,1,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,44,1,1.5,7,1,2
686781,011,84807,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,29,0,1.5,5,1,2
686807,011,73290,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,HISPA,1,1,0,1.5,0 up to 3,0,0,0,0,28,0,1.5,5,1,2
686829,011,75384,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,ASIAN,1,0,0,1.5,0 up to 3,0,0,0,0,28,0,1.5,5,1,1
686831,007,48797,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,BLACK,1,0,0,1.5,0 up to 3,0,0,0,0,38,0,0.666666667,1,1,1
686838,008,62568,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,1,HISPA,1,0,0,1.2,0 up to 3,0,0,0,0,23,0,1,1,1,1
686871,008,58144,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,1.4,0 up to 3,0,0,0,0,31,0,1.416666667,1,1,1
686885,011,77478,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,1,1,ASIAN,1,0,0,1.5,0 up to 3,0,0,0,0,29,0,1.5,5,1,1
686893,010,73248,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,26,0,0.25,2,1,2
686923,011,68055,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,1.5,0 up to 3,0,0,0,0,28,0,1.5,5,1,1
686931,011,83760,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,38,0,1.416666667,5,1,1
686937,011,70149,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,1,1,ASIAN,1,0,1,1.5,0 up to 3,0,0,0,0,34,0,0.333333333,5,1,3
686942,009,61068,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,1,1.4,0 up to 3,0,0,0,0,25,0,1.416666667,1,1,3
686943,009,55252,Digital,0,0,0,0,0,0,0,0,1,Non Managerial,0,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,1.0,0 up to 3,0,0,0,0,27,0,1,1,1,1
686950,013,153100,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,1.5,0 up to 3,0,0,0,0,42,1,1.5,7,1,2
686980,011,97371,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,49,1,1.416666667,5,1,1
687001,009,73427,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,ASIAN,1,0,0,1.5,0 up to 3,0,0,0,0,37,0,1.5,1,1,1
687007,010,74992,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,0,0,BLACK,1,1,0,1.4,0 up to 3,0,0,0,0,36,0,1.416666667,2,1,2
687026,010,65400,HR,0,0,1,0,0,0,0,0,0,Assistant Manager,0,0,1,0,0,0,0,0,0,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,26,0,0.5,4,1,1
687043,009,55979,SuppChain,0,0,0,1,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,0,0,BLACK,1,0,0,1.4,0 up to 3,0,0,0,0,42,1,1.416666667,3,1,1
687054,009,67611,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,32,0,1.25,1,1,1
687086,014,184000,IT,0,0,0,0,0,1,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,BLACK,1,0,0,1.4,0 up to 3,0,0,0,0,54,1,1.416666667,8,1,1
687087,010,83712,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,1,0,BLACK,1,1,0,1.4,0 up to 3,0,0,0,0,32,0,1.416666667,2,1,2
687103,013,146976,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,ASIAN,1,1,0,1.4,0 up to 3,0,0,0,0,55,1,1.416666667,7,1,2
687128,010,75864,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,27,0,1.333333333,2,1,1
687129,011,81666,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,30,0,1.416666667,5,1,2
687149,011,67008,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,BLACK,1,1,0,1.4,0 up to 3,0,0,0,0,28,0,0.25,5,1,2
687183,010,60168,Digital,0,0,0,0,0,0,0,0,1,Assistant Manager,0,0,1,0,0,0,0,0,1,1,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,24,0,1.416666667,4,1,2
687209,007,63825,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,PACIF,1,0,0,1.3,0 up to 3,0,0,0,0,47,1,1.333333333,1,1,1
687213,012,133136,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,34,0,1.416666667,6,1,2
687221,011,87948,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,30,0,1.416666667,5,1,2
687224,014,157600,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,45,1,1.333333333,8,1,1
687247,012,76616,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,TWO,1,0,0,1.4,0 up to 3,0,0,0,0,30,0,1.416666667,6,1,1
687250,011,96324,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,1.4,0 up to 3,0,0,0,0,33,0,1.416666667,5,1,1
687267,011,81666,HR,0,0,1,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,28,0,1.416666667,5,1,2
687285,007,42550,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,HISPA,1,0,0,1.4,0 up to 3,0,0,0,0,25,0,0,1,1,1
687296,009,60341,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,HISPA,1,0,0,1.4,0 up to 3,0,0,0,0,29,0,1.416666667,1,1,1
687306,010,88072,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,35,0,1.416666667,2,1,2
687308,013,136259,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,ASIAN,1,0,0,1.4,0 up to 3,0,0,0,0,48,1,1.416666667,7,1,1
687311,010,63656,Digital,0,0,0,0,0,0,0,0,1,Assistant Manager,0,0,1,0,0,0,0,0,0,1,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,26,0,1.416666667,4,1,1
687349,011,102606,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,1,1.4,0 up to 3,0,0,0,0,46,1,1.416666667,5,1,3
687351,011,83760,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,36,0,1.416666667,5,1,1
687354,011,52350,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,36,0,0.25,5,1,2
687359,012,104248,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,38,0,1.416666667,6,1,1
687373,011,87948,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,33,0,1.416666667,5,1,1
687388,014,172000,Digital,0,0,0,0,0,0,0,0,1,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,1.4,0 up to 3,0,0,0,0,29,0,1.416666667,8,1,2
687471,014,156000,Gen Admin,1,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,39,0,1.416666667,8,1,1
687489,007,62100,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,BLACK,1,0,0,1.3,0 up to 3,0,0,0,0,49,1,0.5,1,1,1
687524,007,42550,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,HISPA,1,0,0,1.4,0 up to 3,0,0,0,0,29,0,1.416666667,1,1,1
687545,013,134728,Fin & Acct,0,0,0,0,1,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,46,1,1.333333333,7,1,2
687588,007,39675,Gen Admin,1,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,29,0,1.333333333,1,1,1
687602,012,106760,Fin & Acct,0,0,0,0,1,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,ASIAN,1,0,0,1.4,0 up to 3,0,0,0,0,53,1,1.416666667,6,1,1
687605,011,83760,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,HISPA,1,1,0,1.4,0 up to 3,0,0,0,0,32,0,1.416666667,5,1,2
687607,009,55252,Sales Sup,0,1,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,32,0,1.416666667,1,1,1
687647,013,156162,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,36,0,1.333333333,7,1,2
687652,011,88995,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,34,0,1.333333333,5,1,1
687664,014,229500,Mfg,0,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,44,1,1.333333333,8,1,1
687709,013,131300,Sales Sup,0,1,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,0,0,2.9,0 up to 3,0,0,0,0,37,0,1.333333333,7,1,1
687718,011,87948,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,TWO,1,1,0,1.3,0 up to 3,0,0,0,0,28,0,1.25,5,1,2
687742,012,106760,SuppChain,0,0,0,1,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,1,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,38,0,1.333333333,6,1,1
687744,009,55979,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,1.3,0 up to 3,0,0,0,0,25,0,1.333333333,1,1,1
687751,009,63976,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,28,0,1.333333333,1,1,1
687772,011,101000,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,36,0,1.333333333,5,1,1
687804,013,137050,Sales Sup,0,1,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,1.4,0 up to 3,0,0,0,0,27,0,1.416666667,7,1,1
687896,010,72376,Fin & Acct,0,0,0,0,1,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,30,0,1.333333333,2,1,1
687908,013,146976,Fin & Acct,0,0,0,0,1,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,ASIAN,1,0,0,1.3,0 up to 3,0,0,0,0,45,1,1.333333333,7,1,1
687917,009,69065,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,1.3,0 up to 3,0,0,0,0,34,0,1.333333333,1,1,1
687930,011,67008,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,0,HISPA,1,1,0,1.3,0 up to 3,0,0,0,0,27,0,0.25,5,1,2
687969,013,97984,Digital,0,0,0,0,0,0,0,0,1,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,33,0,1.333333333,7,1,2
687999,010,53192,Mktg,0,0,0,0,0,0,0,1,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,34,0,0.25,2,1,2
688070,009,62522,Sales Sup,0,1,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,27,0,0.75,1,1,2
688125,011,84807,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,36,0,1.333333333,5,1,2
688131,011,81666,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,31,0,1.333333333,5,1,2
688165,012,109272,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,30,0,1.333333333,6,1,2
688223,010,69760,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,37,0,0.25,2,1,2
688290,011,119358,IT,0,0,0,0,0,1,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,1.3,0 up to 3,0,0,0,0,53,1,1.333333333,5,1,1
688301,010,70632,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,27,0,1.333333333,2,1,1
688361,013,120949,Gen Admin,1,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,35,0,0.166666667,7,1,2
688365,007,65550,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,ASIAN,1,0,0,1.3,0 up to 3,0,0,0,0,38,0,1.333333333,1,1,1
688402,008,41080,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,1.3,0 up to 3,0,0,0,0,28,0,0.25,1,1,1
688413,010,82840,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,31,0,1.333333333,2,1,1
688414,007,48300,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,BLACK,1,0,0,1.3,0 up to 3,0,0,0,0,30,0,1.333333333,1,1,1
688422,011,62820,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,1,1.3,0 up to 3,0,0,0,0,25,0,0.25,5,1,3
688428,010,80224,Mktg,0,0,0,0,0,0,0,1,0,Assistant Manager,0,0,1,0,0,0,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,58,1,1.333333333,4,1,1
688450,013,119418,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,0,ASIAN,1,0,0,1.3,0 up to 3,0,0,0,0,32,0,1.333333333,7,1,1
688457,011,85854,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,32,0,1.333333333,5,1,2
688467,009,70700,SuppChain,0,0,0,1,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,1,0,BLACK,1,0,0,0.8,0 up to 3,0,0,0,0,34,0,0.333333333,3,1,1
688470,010,68016,SuppChain,0,0,0,1,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,26,0,1.333333333,2,1,1
688511,011,85854,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,27,0,1.333333333,5,1,2
688528,010,85456,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,0,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,36,0,1.333333333,2,1,2
688537,013,128604,Fin & Acct,0,0,0,0,1,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,HISPA,1,1,0,1.3,0 up to 3,0,0,0,0,31,0,0.25,7,1,2
688538,010,70632,Fin & Acct,0,0,0,0,1,0,0,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,29,0,1.333333333,2,1,1
688566,008,52456,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,ASIAN,1,1,0,0.3,0 up to 3,0,0,0,0,23,0,0.25,1,1,2
688611,009,70519,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,40,0,0.666666667,1,1,2
688613,010,70632,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,31,0,1.333333333,2,1,2
688620,011,74337,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,0,HISPA,1,0,0,1.3,0 up to 3,0,0,0,0,32,0,1.333333333,5,1,1
688621,011,86901,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,33,0,1.25,5,1,1
688701,012,118064,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,BLACK,1,0,0,1.3,0 up to 3,0,0,0,0,32,0,1.25,6,1,1
688714,013,119418,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,39,0,1.333333333,7,1,1
688715,011,93183,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,ASIAN,1,1,0,1.3,0 up to 3,0,0,0,0,30,0,1.25,5,1,2
688740,009,72700,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,BLACK,1,0,0,1.3,0 up to 3,0,0,0,0,29,0,1.333333333,1,1,1
688751,015,231750,R&I,0,0,0,0,0,0,1,0,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,52,1,1.25,9,1,2
688754,008,58776,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,24,0,1.333333333,1,1,2
688759,013,169941,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,42,1,1.25,7,1,1
688784,009,73427,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,ASIAN,1,0,0,1.3,0 up to 3,0,0,0,0,26,0,1.25,1,1,1
688789,010,100280,Mktg,0,0,0,0,0,0,0,1,0,Assistant Manager,0,0,1,0,0,0,0,0,1,0,WHITE,0,0,0,1.3,0 up to 3,0,0,0,0,35,0,1.333333333,4,1,1
688839,011,83760,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,38,0,0.25,5,1,2
688885,011,81666,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,HISPA,1,1,0,1.3,0 up to 3,0,0,0,0,35,0,0,5,1,2
688891,010,84584,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,1.3,0 up to 3,0,0,0,0,47,1,1.25,2,1,1
688893,009,69792,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,ASIAN,1,0,0,1.3,0 up to 3,0,0,0,0,36,0,1.25,1,1,1
688925,012,118064,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,1,0,1.3,0 up to 3,0,0,0,0,33,0,1.25,6,1,2
688945,009,69065,Mfg,0,0,0,0,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,0,0,WHITE,0,0,0,1.2,0 up to 3,0,0,0,0,27,0,1.166666667,3,1,1
